order_item_id,order_id,product_id,quantity,unit_price,revenue,profit
56,22,93,8,257.26,2058.08,461.28
57,22,1,9,172.86,1555.7400000000002,1080.1800000000003
58,22,65,7,321.0,2247.0,1035.3
59,23,102,2,373.49,746.98,574.0600000000001
60,23,32,6,219.42,1316.52,595.98
61,24,94,2,220.59,441.18,294.4
62,25,32,3,219.42,658.26,297.99
63,25,69,3,286.26,858.78,822.12
64,25,30,4,97.53,390.12,-171.76
65,25,116,7,387.86,2715.02,1752.31
66,26,65,1,321.0,321.0,147.9
67,27,11,6,247.02,1482.1200000000001,595.0200000000002
68,27,65,4,321.0,1284.0,591.6
69,28,24,5,77.82,389.09999999999997,-119.00000000000006
70,28,40,5,382.7,1913.5,1360.15
71,28,75,3,71.86,215.57999999999998,1.7399999999999807
72,29,50,3,203.39,610.17,17.370000000000005
73,30,70,7,336.44,2355.08,1506.19
74,30,83,2,72.7,145.4,-210.14000000000001
75,30,17,2,314.04,628.08,424.5
76,31,71,7,282.01,1974.07,1625.12
77,31,100,6,143.33,859.98,-321.4200000000001
78,32,104,1,375.52,375.52,226.68999999999997
79,33,18,7,146.55,1025.8500000000001,176.19000000000017
80,33,77,8,350.02,2800.16,2658.24
81,34,28,4,70.02,280.08,-378.8
82,35,23,8,398.01,3184.08,2008.08
83,35,117,1,302.36,302.36,254.8
84,35,108,3,286.19,858.5699999999999,675.54
85,35,38,9,60.51,544.59,-283.14
86,36,47,8,155.35,1242.8,813.28
87,36,71,3,282.01,846.03,696.48
88,36,61,6,274.43,1646.58,535.02
89,36,50,6,203.39,1220.34,34.74000000000001
90,37,13,8,99.96,799.68,711.04
91,38,59,4,331.63,1326.52,762.52
92,38,88,7,121.94,853.5799999999999,789.53
93,39,40,3,382.7,1148.1,816.0899999999999
94,39,20,2,387.95,775.9,465.23999999999995
95,39,109,6,36.27,217.62,-159.06
96,40,28,6,70.02,420.12,-568.1999999999999
97,40,33,1,241.25,241.25,165.86
98,40,99,5,385.57,1927.85,1051.0
99,41,6,6,75.14,450.84000000000003,73.20000000000005
100,41,71,9,282.01,2538.09,2089.44
101,41,93,7,257.26,1800.82,403.6199999999999
102,41,87,7,12.49,87.43,-1135.2599999999998
103,42,64,6,352.67,2116.02,1531.2
104,42,28,9,70.02,630.18,-852.3000000000001
105,42,92,6,111.32,667.92,-296.64
106,43,2,1,352.86,352.86,271.95000000000005
107,43,101,6,256.72,1540.3200000000002,611.4600000000002
108,43,83,2,72.7,145.4,-210.14000000000001
109,43,62,1,230.64,230.64,36.27999999999997
110,44,35,8,45.68,365.44,-1105.6
111,44,24,6,77.82,466.91999999999996,-142.80000000000007
112,45,69,3,286.26,858.78,822.12
113,45,17,9,314.04,2826.36,1910.25
114,45,86,8,207.91,1663.28,1585.2
115,45,46,7,169.3,1185.1000000000001,-9.029999999999973
116,46,47,2,155.35,310.7,203.32
117,47,78,7,21.41,149.87,-315.49
118,47,74,1,303.56,303.56,162.78
119,48,109,6,36.27,217.62,-159.06
120,48,26,6,305.71,1834.2599999999998,1295.5199999999998
121,48,58,6,241.04,1446.24,1376.52
122,49,115,7,389.66,2727.6200000000003,2168.0400000000004
123,49,57,8,197.43,1579.44,111.27999999999997
124,50,68,3,348.24,1044.72,544.8000000000001
125,50,112,7,252.16,1765.12,1705.6899999999998
126,50,20,5,387.95,1939.75,1163.1
127,50,50,1,203.39,203.39,5.789999999999992
128,51,17,5,314.04,1570.2,1061.25
129,51,47,9,155.35,1398.1499999999999,914.9399999999998
130,51,107,2,127.38,254.76,106.45999999999998
131,52,118,5,60.73,303.65,-647.5500000000001
132,52,41,8,346.23,2769.84,1368.0800000000002
133,52,66,2,266.8,533.6,194.22000000000003
134,53,80,3,60.26,180.78,-296.78999999999996
135,53,62,5,230.64,1153.1999999999998,181.39999999999975
136,53,20,2,387.95,775.9,465.23999999999995
137,53,48,3,111.3,333.9,32.579999999999984
138,54,100,3,143.33,429.99,-160.71000000000004
139,54,57,3,197.43,592.29,41.729999999999905
140,55,12,9,209.95,1889.55,1467.3600000000001
141,55,46,9,169.3,1523.7,-11.6099999999999
142,55,4,3,192.29,576.87,353.79
143,56,85,2,334.53,669.06,568.1999999999999
144,57,59,3,331.63,994.89,571.89
145,57,99,4,385.57,1542.28,840.8
146,57,91,5,256.41,1282.0500000000002,341.45000000000016
147,57,80,4,60.26,241.04,-395.72
148,58,37,8,113.58,908.64,-613.7600000000001
149,58,3,5,378.45,1892.25,1585.75
150,58,16,3,82.71,248.13,203.04
151,59,19,2,32.56,65.12,-75.24000000000001
152,59,8,9,100.35,903.15,22.67999999999995
153,60,115,2,389.66,779.32,619.44
154,61,90,3,392.66,1177.98,853.56
155,61,27,4,281.45,1125.8,913.5999999999999
156,61,28,9,70.02,630.18,-852.3000000000001
157,62,112,2,252.16,504.32,487.34
158,63,80,3,60.26,180.78,-296.78999999999996
159,63,46,3,169.3,507.90000000000003,-3.8699999999999477
160,63,85,4,334.53,1338.12,1136.3999999999999
161,64,90,9,392.66,3533.94,2560.6800000000003
162,64,33,9,241.25,2171.25,1492.74
163,64,96,4,51.72,206.88,-126.63999999999999
164,65,49,7,292.13,2044.9099999999999,1707.9299999999998
165,65,53,1,276.47,276.47,133.88000000000002
166,66,74,4,303.56,1214.24,651.12
167,67,60,7,145.65,1019.5500000000001,578.69
168,67,118,9,60.73,546.5699999999999,-1165.5900000000001
169,68,91,6,256.41,1538.46,409.74
170,68,108,3,286.19,858.5699999999999,675.54
171,69,33,9,241.25,2171.25,1492.74
172,69,108,5,286.19,1430.95,1125.9
173,69,97,5,306.8,1534.0,1041.1
174,70,77,7,350.02,2450.14,2325.96
175,70,56,4,203.11,812.44,349.44000000000005
176,71,46,8,169.3,1354.4,-10.319999999999936
177,71,109,9,36.27,326.43,-238.58999999999997
178,71,93,8,257.26,2058.08,461.28
179,71,103,3,49.98,149.94,-111.54000000000002
180,72,108,1,286.19,286.19,225.18
181,72,41,6,346.23,2077.38,1026.0600000000002
182,73,85,7,334.53,2341.71,1988.7
183,74,107,7,127.38,891.66,372.6099999999999
184,74,101,1,256.72,256.72,101.91000000000003
185,75,102,9,373.49,3361.41,2583.27
186,76,89,9,250.6,2255.4,675.2700000000002
187,76,97,2,306.8,613.6,416.44000000000005
188,77,84,5,329.01,1645.05,1019.5999999999999
189,77,88,1,121.94,121.94,112.78999999999999
190,78,23,8,398.01,3184.08,2008.08
191,78,33,2,241.25,482.5,331.72
192,79,90,3,392.66,1177.98,853.56
193,79,25,8,164.53,1316.24,202.31999999999994
194,79,8,2,100.35,200.7,5.039999999999992
195,79,65,8,321.0,2568.0,1183.2
196,80,103,1,49.98,49.98,-37.18
197,80,116,4,387.86,1551.44,1001.32
198,81,54,1,39.69,39.69,-145.73
199,81,55,5,341.97,1709.8500000000001,1508.8000000000002
200,81,82,3,299.97,899.9100000000001,518.7600000000001
201,81,89,1,250.6,250.6,75.03
202,82,3,1,378.45,378.45,317.15
203,82,80,5,60.26,301.3,-494.65000000000003
204,83,92,3,111.32,333.96,-148.32
205,83,118,4,60.73,242.92,-518.0400000000001
206,83,112,6,252.16,1512.96,1462.02
207,83,50,6,203.39,1220.34,34.74000000000001
208,84,57,1,197.43,197.43,13.909999999999997
209,85,117,5,302.36,1511.8000000000002,1274.0000000000002
210,85,18,4,146.55,586.2,100.68000000000006
211,85,83,3,72.7,218.10000000000002,-315.21000000000004
212,85,11,1,247.02,247.02,99.17000000000002
213,86,60,4,145.65,582.6,330.68000000000006
214,86,18,8,146.55,1172.4,201.36000000000013
215,87,103,4,49.98,199.92,-148.72
216,88,38,5,60.51,302.55,-157.3
217,88,39,4,356.61,1426.44,1262.04
218,88,105,7,278.28,1947.9599999999998,1587.0399999999997
219,89,26,2,305.71,611.42,431.8399999999999
220,89,81,9,140.7,1266.3,661.86
221,89,105,2,278.28,556.56,453.43999999999994
222,89,89,2,250.6,501.2,150.06
223,90,119,6,305.72,1834.3200000000002,884.2800000000002
224,91,87,7,12.49,87.43,-1135.2599999999998
225,91,68,7,348.24,2437.6800000000003,1271.2000000000003
226,91,41,6,346.23,2077.38,1026.0600000000002
227,92,1,1,172.86,172.86,120.02000000000001
228,93,48,1,111.3,111.3,10.86
229,93,41,4,346.23,1384.92,684.0400000000001
230,93,22,4,371.82,1487.28,1408.68
231,94,48,4,111.3,445.2,43.44
232,95,87,5,12.49,62.45,-810.8999999999999
233,96,114,1,349.9,349.9,261.47999999999996
234,97,82,9,299.97,2699.7300000000005,1556.2800000000004
235,97,26,8,305.71,2445.68,1727.3599999999997
236,97,108,1,286.19,286.19,225.18
237,98,76,9,353.54,3181.86,1864.89
238,99,99,8,385.57,3084.56,1681.6
239,100,65,9,321.0,2889.0,1331.1000000000001
240,101,2,3,352.86,1058.58,815.8499999999999
241,101,25,5,164.53,822.65,126.44999999999993
242,101,5,1,249.23,249.23,104.01999999999998
243,101,73,8,251.26,2010.08,1850.0
244,102,21,6,354.68,2128.08,1973.34
245,103,114,2,349.9,699.8,522.9599999999999
246,104,116,6,387.86,2327.16,1501.9799999999998
247,104,81,9,140.7,1266.3,661.86
248,104,12,4,209.95,839.8,652.16
249,105,76,8,353.54,2828.32,1657.68
250,106,47,1,155.35,155.35,101.66
251,107,43,3,265.54,796.6200000000001,309.7800000000001
252,107,13,5,99.96,499.79999999999995,444.4
253,108,91,3,256.41,769.23,204.87
254,109,97,7,306.8,2147.6,1457.54
255,109,85,1,334.53,334.53,284.09999999999997
256,110,15,9,95.99,863.91,-225.45000000000016
257,111,27,2,281.45,562.9,456.79999999999995
258,112,8,7,100.35,702.4499999999999,17.639999999999986
259,112,84,1,329.01,329.01,203.92
260,112,14,7,78.85,551.9499999999999,158.9699999999999
261,112,61,8,274.43,2195.44,713.3600000000001
262,113,16,8,82.71,661.68,541.4399999999999
263,114,97,8,306.8,2454.4,1665.7600000000002
264,115,56,9,203.11,1827.9900000000002,786.2400000000002
265,115,116,9,387.86,3490.7400000000002,2252.9700000000003
266,115,31,1,97.29,97.29,39.220000000000006
267,116,35,9,45.68,411.12,-1243.8000000000002
268,116,81,9,140.7,1266.3,661.86
269,116,64,1,352.67,352.67,255.20000000000002
270,117,43,8,265.54,2124.32,826.0800000000002
271,117,111,3,144.89,434.66999999999996,395.03999999999996
272,118,119,2,305.72,611.44,294.76000000000005
273,118,54,5,39.69,198.45,-728.6499999999999
274,118,17,7,314.04,2198.28,1485.75
275,118,95,7,314.14,2198.98,1116.78
276,119,7,1,396.56,396.56,281.11
277,119,80,3,60.26,180.78,-296.78999999999996
278,120,77,8,350.02,2800.16,2658.24
279,120,108,5,286.19,1430.95,1125.9
280,121,89,2,250.6,501.2,150.06
281,121,65,4,321.0,1284.0,591.6
282,122,72,4,275.25,1101.0,986.96
283,122,78,4,21.41,85.64,-180.28000000000003
284,123,23,3,398.01,1194.03,753.03
285,123,29,5,328.17,1640.8500000000001,836.4000000000002
286,123,37,4,113.58,454.32,-306.88000000000005
287,124,94,9,220.59,1985.31,1324.8
288,125,88,1,121.94,121.94,112.78999999999999
289,125,64,7,352.67,2468.69,1786.4
290,125,91,5,256.41,1282.0500000000002,341.45000000000016
291,126,78,4,21.41,85.64,-180.28000000000003
292,127,71,8,282.01,2256.08,1857.28
293,127,1,1,172.86,172.86,120.02000000000001
294,127,116,3,387.86,1163.58,750.9899999999999
295,128,114,7,349.9,2449.2999999999997,1830.3599999999997
296,128,88,3,121.94,365.82,338.37
297,128,107,4,127.38,509.52,212.91999999999996
298,129,118,8,60.73,485.84,-1036.0800000000002
299,129,77,8,350.02,2800.16,2658.24
300,130,4,2,192.29,384.58,235.85999999999999
301,130,49,6,292.13,1752.78,1463.94
302,130,14,6,78.85,473.09999999999997,136.25999999999993
303,130,24,8,77.82,622.56,-190.4000000000001
304,131,54,9,39.69,357.21,-1311.57
305,132,45,8,43.92,351.36,-768.5600000000001
306,132,18,5,146.55,732.75,125.85000000000002
307,132,109,2,36.27,72.54,-53.019999999999996
308,133,44,5,224.83,1124.15,456.85
309,133,65,2,321.0,642.0,295.8
310,133,48,3,111.3,333.9,32.579999999999984
311,133,100,7,143.33,1003.3100000000001,-374.9899999999999
312,134,17,2,314.04,628.08,424.5
313,134,63,9,114.14,1027.26,-674.9100000000001
314,134,19,2,32.56,65.12,-75.24000000000001
315,134,25,6,164.53,987.1800000000001,151.74
316,135,4,9,192.29,1730.61,1061.37
317,135,30,2,97.53,195.06,-85.88
318,135,98,3,221.09,663.27,281.19
319,136,43,7,265.54,1858.7800000000002,722.8200000000002
320,136,71,5,282.01,1410.05,1160.8
321,136,104,2,375.52,751.04,453.37999999999994
322,136,38,6,60.51,363.06,-188.75999999999993
323,137,48,8,111.3,890.4,86.88
324,137,64,4,352.67,1410.68,1020.8000000000001
325,137,16,2,82.71,165.42,135.35999999999999
326,138,84,9,329.01,2961.09,1835.2800000000002
327,138,36,3,352.21,1056.6299999999999,961.5899999999999
328,139,78,1,21.41,21.41,-45.07000000000001
329,139,7,9,396.56,3569.04,2529.99
330,140,47,3,155.35,466.04999999999995,304.97999999999996
331,140,42,8,325.71,2605.68,1423.4399999999998
332,141,15,7,95.99,671.93,-175.35000000000014
333,142,91,4,256.41,1025.64,273.1600000000001
334,142,73,5,251.26,1256.3,1156.25
335,142,111,5,144.89,724.4499999999999,658.3999999999999
336,143,109,5,36.27,181.35000000000002,-132.54999999999995
337,143,79,7,332.07,2324.49,1553.0899999999997
338,143,63,9,114.14,1027.26,-674.9100000000001
339,144,93,9,257.26,2315.34,518.9400000000003
340,144,23,9,398.01,3582.09,2259.09
341,144,1,6,172.86,1037.16,720.1200000000001
342,145,74,8,303.56,2428.48,1302.24
343,146,16,7,82.71,578.9699999999999,473.75999999999993
344,146,27,2,281.45,562.9,456.79999999999995
345,146,109,4,36.27,145.08,-106.03999999999999
346,147,20,6,387.95,2327.7,1395.7199999999998
347,148,39,7,356.61,2496.27,2208.57
348,148,4,4,192.29,769.16,471.71999999999997
349,148,14,7,78.85,551.9499999999999,158.9699999999999
350,149,104,4,375.52,1502.08,906.7599999999999
351,150,111,2,144.89,289.78,263.35999999999996
352,150,36,2,352.21,704.42,641.06
353,150,76,3,353.54,1060.6200000000001,621.6300000000001
354,150,55,9,341.97,3077.7300000000005,2715.8400000000006
355,151,39,6,356.61,2139.66,1893.06
356,151,83,6,72.7,436.20000000000005,-630.4200000000001
357,152,78,5,21.41,107.05,-225.35000000000002
358,152,20,6,387.95,2327.7,1395.7199999999998
359,152,30,3,97.53,292.59000000000003,-128.81999999999994
360,153,73,8,251.26,2010.08,1850.0
361,153,15,6,95.99,575.9399999999999,-150.30000000000007
362,154,94,9,220.59,1985.31,1324.8
363,154,112,4,252.16,1008.64,974.68
364,154,92,8,111.32,890.56,-395.52
365,154,90,5,392.66,1963.3000000000002,1422.6000000000001
366,155,87,4,12.49,49.96,-648.7199999999999
367,156,114,8,349.9,2799.2,2091.8399999999997
368,156,68,9,348.24,3134.16,1634.4
369,156,38,2,60.51,121.02,-62.92
370,156,85,2,334.53,669.06,568.1999999999999
371,157,92,8,111.32,890.56,-395.52
372,157,85,4,334.53,1338.12,1136.3999999999999
373,157,30,8,97.53,780.24,-343.52
374,157,22,4,371.82,1487.28,1408.68
375,158,103,1,49.98,49.98,-37.18
376,158,117,3,302.36,907.08,764.4000000000001
377,158,64,3,352.67,1058.01,765.6
378,158,101,5,256.72,1283.6000000000001,509.5500000000002
379,159,14,3,78.85,236.54999999999998,68.12999999999997
380,159,116,1,387.86,387.86,250.33
381,159,73,2,251.26,502.52,462.5
382,159,38,7,60.51,423.57,-220.21999999999997
383,160,102,6,373.49,2240.94,1722.18
384,160,41,6,346.23,2077.38,1026.0600000000002
385,160,74,2,303.56,607.12,325.56
386,161,32,1,219.42,219.42,99.32999999999998
387,161,68,4,348.24,1392.96,726.4000000000001
388,162,112,1,252.16,252.16,243.67
389,162,83,2,72.7,145.4,-210.14000000000001
390,162,20,7,387.95,2715.65,1628.34
391,162,15,2,95.99,191.98,-50.10000000000002
392,163,14,6,78.85,473.09999999999997,136.25999999999993
393,164,44,7,224.83,1573.8100000000002,639.5900000000001
394,165,112,6,252.16,1512.96,1462.02
395,166,66,8,266.8,2134.4,776.8800000000001
396,166,113,5,27.84,139.2,-848.8500000000001
397,166,19,6,32.56,195.36,-225.72000000000003
398,167,88,5,121.94,609.7,563.95
399,167,53,7,276.47,1935.2900000000002,937.1600000000002
400,167,4,9,192.29,1730.61,1061.37
401,167,93,9,257.26,2315.34,518.9400000000003
402,168,74,8,303.56,2428.48,1302.24
403,168,102,7,373.49,2614.4300000000003,2009.2100000000005
404,168,104,3,375.52,1126.56,680.0699999999999
405,168,52,4,95.87,383.48,332.72
406,169,92,4,111.32,445.28,-197.76
407,170,41,7,346.23,2423.61,1197.0700000000002
408,170,102,1,373.49,373.49,287.03000000000003
409,170,74,5,303.56,1517.8,813.9
410,170,1,6,172.86,1037.16,720.1200000000001
411,171,44,4,224.83,899.32,365.48
412,171,22,3,371.82,1115.46,1056.51
413,172,71,1,282.01,282.01,232.16
414,172,31,8,97.29,778.32,313.76000000000005
415,173,103,7,49.98,349.85999999999996,-260.26000000000005
416,173,24,3,77.82,233.45999999999998,-71.40000000000003
417,174,114,6,349.9,2099.3999999999996,1568.8799999999997
418,174,45,5,43.92,219.60000000000002,-480.35
419,174,20,7,387.95,2715.65,1628.34
420,175,87,6,12.49,74.94,-973.0799999999999
421,175,79,8,332.07,2656.56,1774.96
422,176,26,4,305.71,1222.84,863.6799999999998
423,177,115,4,389.66,1558.64,1238.88
424,177,74,5,303.56,1517.8,813.9
425,177,75,2,71.86,143.72,1.1599999999999966
426,177,83,8,72.7,581.6,-840.5600000000001
427,178,91,1,256.41,256.41,68.29000000000002
428,178,50,5,203.39,1016.9499999999999,28.949999999999932
429,178,11,3,247.02,741.0600000000001,297.5100000000001
430,179,36,3,352.21,1056.6299999999999,961.5899999999999
431,180,41,4,346.23,1384.92,684.0400000000001
432,180,23,6,398.01,2388.06,1506.06
433,181,43,4,265.54,1062.16,413.0400000000001
434,181,65,9,321.0,2889.0,1331.1000000000001
435,181,83,2,72.7,145.4,-210.14000000000001
436,181,39,2,356.61,713.22,631.02
437,182,113,5,27.84,139.2,-848.8500000000001
438,183,99,4,385.57,1542.28,840.8
439,183,40,9,382.7,3444.2999999999997,2448.2699999999995
440,183,15,9,95.99,863.91,-225.45000000000016
441,184,59,7,331.63,2321.41,1334.4099999999999
442,185,113,3,27.84,83.52,-509.31000000000006
443,185,90,5,392.66,1963.3000000000002,1422.6000000000001
444,185,76,9,353.54,3181.86,1864.89
445,186,89,6,250.6,1503.6,450.17999999999984
446,186,82,7,299.97,2099.79,1210.44
447,186,6,7,75.14,525.98,85.40000000000003
448,187,12,2,209.95,419.9,326.08
449,187,1,7,172.86,1210.02,840.14
450,188,4,6,192.29,1153.74,707.58
451,188,34,3,236.23,708.6899999999999,640.1099999999999
452,188,38,7,60.51,423.57,-220.21999999999997
453,188,74,1,303.56,303.56,162.78
454,189,104,8,375.52,3004.16,1813.5199999999998
455,189,5,7,249.23,1744.61,728.1399999999999
456,189,84,4,329.01,1316.04,815.68
457,190,28,4,70.02,280.08,-378.8
458,191,101,2,256.72,513.44,203.82000000000005
459,191,102,1,373.49,373.49,287.03000000000003
460,192,95,6,314.14,1884.84,957.24
461,192,68,7,348.24,2437.6800000000003,1271.2000000000003
462,193,85,2,334.53,669.06,568.1999999999999
463,194,68,9,348.24,3134.16,1634.4
464,194,1,3,172.86,518.58,360.06000000000006
465,194,98,8,221.09,1768.72,749.84
466,195,39,1,356.61,356.61,315.51
467,196,104,3,375.52,1126.56,680.0699999999999
468,196,110,4,237.05,948.2,746.0
469,196,17,4,314.04,1256.16,849.0
470,196,58,9,241.04,2169.36,2064.78
471,197,5,3,249.23,747.6899999999999,312.05999999999995
472,197,116,6,387.86,2327.16,1501.9799999999998
473,197,60,9,145.65,1310.8500000000001,744.0300000000002
474,198,83,3,72.7,218.10000000000002,-315.21000000000004
475,198,28,7,70.02,490.14,-662.9
476,199,52,8,95.87,766.96,665.44
477,199,16,8,82.71,661.68,541.4399999999999
478,200,28,2,70.02,140.04,-189.4
479,200,113,4,27.84,111.36,-679.08
480,201,72,8,275.25,2202.0,1973.92
481,201,63,8,114.14,913.12,-599.92
482,201,61,4,274.43,1097.72,356.68000000000006
483,201,41,2,346.23,692.46,342.02000000000004
484,202,25,6,164.53,987.1800000000001,151.74
485,202,60,4,145.65,582.6,330.68000000000006
486,203,59,4,331.63,1326.52,762.52
487,203,117,4,302.36,1209.44,1019.2
488,203,75,7,71.86,503.02,4.059999999999945
489,203,40,3,382.7,1148.1,816.0899999999999
490,204,89,8,250.6,2004.8,600.24
491,204,35,8,45.68,365.44,-1105.6
492,205,61,2,274.43,548.86,178.34000000000003
493,205,106,9,36.46,328.14,89.28
494,205,59,9,331.63,2984.67,1715.67
495,206,65,6,321.0,1926.0,887.4000000000001
496,206,49,1,292.13,292.13,243.99
497,206,59,7,331.63,2321.41,1334.4099999999999
498,207,23,6,398.01,2388.06,1506.06
499,207,92,6,111.32,667.92,-296.64
500,207,20,6,387.95,2327.7,1395.7199999999998
501,208,40,7,382.7,2678.9,1904.21
502,208,61,8,274.43,2195.44,713.3600000000001
503,209,118,9,60.73,546.5699999999999,-1165.5900000000001
504,209,70,8,336.44,2691.52,1721.3600000000001
505,209,65,6,321.0,1926.0,887.4000000000001
506,209,5,2,249.23,498.46,208.03999999999996
507,210,18,3,146.55,439.65000000000003,75.51000000000005
508,210,103,7,49.98,349.85999999999996,-260.26000000000005
509,210,113,9,27.84,250.56,-1527.9300000000003
510,210,118,1,60.73,60.73,-129.51000000000002
511,211,19,7,32.56,227.92000000000002,-263.34000000000003
512,211,37,2,113.58,227.16,-153.44000000000003
513,211,50,7,203.39,1423.73,40.52999999999997
514,211,100,5,143.33,716.6500000000001,-267.8499999999999
515,212,30,5,97.53,487.65,-214.70000000000005
516,212,28,9,70.02,630.18,-852.3000000000001
517,213,105,5,278.28,1391.3999999999999,1133.6
518,214,22,3,371.82,1115.46,1056.51
519,214,7,7,396.56,2775.92,1967.77
520,214,52,1,95.87,95.87,83.18
521,214,1,5,172.86,864.3000000000001,600.1
522,215,25,8,164.53,1316.24,202.31999999999994
523,215,59,8,331.63,2653.04,1525.04
524,216,83,7,72.7,508.90000000000003,-735.49
525,216,89,8,250.6,2004.8,600.24
526,216,97,8,306.8,2454.4,1665.7600000000002
527,217,35,9,45.68,411.12,-1243.8000000000002
528,217,113,9,27.84,250.56,-1527.9300000000003
529,217,93,9,257.26,2315.34,518.9400000000003
530,217,8,2,100.35,200.7,5.039999999999992
531,218,37,7,113.58,795.06,-537.0400000000002
532,218,111,3,144.89,434.66999999999996,395.03999999999996
533,218,17,9,314.04,2826.36,1910.25
534,219,62,9,230.64,2075.7599999999998,326.5199999999995
535,219,116,2,387.86,775.72,500.66
536,219,30,6,97.53,585.1800000000001,-257.6399999999999
537,220,31,2,97.29,194.58,78.44000000000001
538,220,19,7,32.56,227.92000000000002,-263.34000000000003
539,221,4,3,192.29,576.87,353.79
540,221,55,7,341.97,2393.79,2112.3199999999997
541,221,73,4,251.26,1005.04,925.0
542,222,67,5,341.73,1708.65,1372.5500000000002
543,223,53,6,276.47,1658.8200000000002,803.2800000000002
544,223,2,1,352.86,352.86,271.95000000000005
545,223,118,8,60.73,485.84,-1036.0800000000002
546,223,39,3,356.61,1069.83,946.53
547,224,93,3,257.26,771.78,172.98000000000002
548,224,15,4,95.99,383.96,-100.20000000000005
549,224,35,4,45.68,182.72,-552.8
550,224,116,7,387.86,2715.02,1752.31
551,225,97,4,306.8,1227.2,832.8800000000001
552,225,116,5,387.86,1939.3000000000002,1251.65
553,225,40,2,382.7,765.4,544.06
554,226,65,7,321.0,2247.0,1035.3
555,226,81,7,140.7,984.8999999999999,514.7799999999999
556,226,77,6,350.02,2100.12,1993.6799999999998
557,227,52,3,95.87,287.61,249.54000000000002
558,227,33,3,241.25,723.75,497.58
559,227,28,2,70.02,140.04,-189.4
560,228,7,5,396.56,1982.8,1405.55
561,228,12,2,209.95,419.9,326.08
562,228,79,4,332.07,1328.28,887.48
563,229,86,3,207.91,623.73,594.45
564,229,112,5,252.16,1260.8,1218.35
565,229,30,8,97.53,780.24,-343.52
566,230,59,8,331.63,2653.04,1525.04
567,230,120,7,19.59,137.13,-19.950000000000017
568,230,14,2,78.85,157.7,45.41999999999999
569,231,94,6,220.59,1323.54,883.1999999999999
570,231,81,6,140.7,844.1999999999999,441.23999999999995
571,231,85,1,334.53,334.53,284.09999999999997
572,231,48,6,111.3,667.8,65.15999999999997
573,232,115,7,389.66,2727.6200000000003,2168.0400000000004
574,232,83,5,72.7,363.5,-525.35
575,232,25,1,164.53,164.53,25.289999999999992
576,233,77,7,350.02,2450.14,2325.96
577,234,107,3,127.38,382.14,159.68999999999997
578,234,8,5,100.35,501.75,12.600000000000023
579,234,115,4,389.66,1558.64,1238.88
580,235,82,8,299.97,2399.76,1383.3600000000001
581,235,27,7,281.45,1970.1499999999999,1598.8
